"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"7/24/2016","PayByPhone Parking","PBP*DALLAS PAYBYPHONE PAR","1.55","debit","Parking","Freedom","",""
"7/24/2016","Cafe Hunan","CAFE HUNAN 2","9.36","debit","Restaurants","Freedom","",""
"7/22/2016","Amazon","AMAZON MKTPLACE PMTS","37.00","debit","Entertainment","Freedom","",""
"7/22/2016","iTunes","APL* ITUNES.COM/BILL","43.27","debit","Music","Freedom","",""
"7/22/2016","Snack Corner","SQ *SHON'S SNACK CORNER","4.32","debit","Groceries","Freedom","",""
"7/20/2016","Help Jagex Com","HELP.JAGEX.COM","4.99","debit","Entertainment","Freedom","",""
"7/20/2016","Fresh Market","SQ *FRESH MARKET","3.24","debit","Groceries","Freedom","",""
"7/20/2016","Help Jagex Com","HELP.JAGEX.COM","4.99","debit","Entertainment","Freedom","",""
"7/19/2016","Jamba Juice","JAMBA JUICE @ GUADALUPE","7.03","debit","Food & Dining","Freedom","",""
"7/19/2016","New Fortune Chinese","NEW FORTUNE CHINESE SEAFO","14.00","debit","Restaurants","Freedom","",""
"7/18/2016","Transfer from Business Checking Account","Online payment from CHK 6","337.38","credit","Credit Card Payment","CORP Account - Business Credit Account 2","",""
"7/18/2016","Transfer from Personal Checking Account","PAYMENT","68.06","credit","Credit Card Payment","CORP Account - Business Credit Account 2","",""
"7/18/2016","Rodeo Goat","RODEO GOAT DALLAS TX","12.00","debit","Uncategorized","Personal Credit Account","",""
"7/18/2016","Transfer to CORP Account - Business Credit Account 2","BANK OF AMERICA BUSINESS CARD Bill Payment","68.06","debit","Credit Card Payment","Personal Checking Account","",""
"7/18/2016","Transfer to CORP Account - Business Credit Account 2","Online Banking payment to CRD 1669 Confirmation# 0573482361","337.38","debit","Credit Card Payment","Business Checking Account","",""
"7/18/2016","Texaco","TEXACO 0303272","33.40","debit","Gas & Fuel","Freedom","",""
"7/18/2016","Smashburger","SMASHBURGER #1245","3.24","debit","Food & Dining","Freedom","",""
"7/18/2016","RaceTrac","RACETRAC498   00004986","22.18","debit","Gas & Fuel","Freedom","",""
"7/18/2016","Bambu Desserts Drinks","BAMBU DESSERTS & DRINKS","6.29","debit","Uncategorized","Freedom","",""
"7/17/2016","AT&T","ATT*BILL PAYMENT","48.90","debit","Home Phone","Freedom","",""
"7/15/2016","Amazon","AMAZON MKTPLACE PMTS","23.99","credit","Shopping","Freedom","",""
"7/14/2016","Ut Receivables Web","UT RECEIVABLES-WEB C_PURCHASE","35.00","debit","Uncategorized","Business Credit Account","",""
"7/14/2016","GoDaddy.com","DNH*GODADDY.COM","8.52","debit","Business Services","Freedom","",""
"7/12/2016","Amazon","AMAZON MKTPLACE PMTS","21.99","debit","Entertainment","Freedom","",""
"7/11/2016","Sam's Club","SAMS CLUB #8248 C_PURCHASE","34.06","debit","Food & Dining","Business Credit Account","",""
"7/11/2016","Target","TARGET        00009472 C_PURCHASE","112.55","debit","Shopping","Business Credit Account","",""
"7/11/2016","Sam's Club","SAMSCLUB #8248 C_PURCHASE","68.10","debit","Food & Dining","Business Credit Account","",""
"7/11/2016","H Mart","H MART CARROLTON C_PURCHASE","17.39","debit","Groceries","Business Credit Account","",""
"7/11/2016","Barnes & Noble","BARNES & NOBLE #2884 C_PURCHASE","2.22","debit","Books","Business Credit Account","",""
"7/10/2016","Estilos Salon","ESTILOS SALON","14.00","debit","Personal Care","Freedom","",""
"7/10/2016","Crushcraft Thai St","CRUSHCRAFT THAI ST","11.84","debit","Restaurants","Freedom","",""
"7/10/2016","Fresh Market","SQ *FRESH MARKET","2.81","debit","Groceries","Freedom","",""
"7/08/2016","Amazon","AMAZON MKTPLACE PMTS","272.99","debit","Entertainment","Freedom","",""
"7/07/2016","Chase Autopay Ppd","CHASE            AUTOPAYPPD ID: 4760039224","1904.62","debit","Credit Card Payment","Personal Checking","",""
"7/07/2016","Snack Corner","SQ *SHON'S SNACK CORNER","6.48","debit","Groceries","Freedom","",""
"7/07/2016","Amazon","AMAZON MKTPLACE PMTS","4.99","debit","Entertainment","Freedom","",""
"7/06/2016","Transfer from CHASE COLLEGE","AUTOMATIC PAYMENT - THANK","1904.62","credit","Credit Card Payment","Freedom","",""
"7/06/2016","Amazon","AMAZON MKTPLACE PMTS","13.01","debit","Entertainment","Freedom","",""
"7/06/2016","TxTag","TXTAG 888 468 9824","20.00","debit","Travel","Freedom","",""
"7/06/2016","Century Theaters","69420 Century Me Rent       53300217        WEB ID: 1861072180","1268.33","debit","Mortgage & Rent","Personal Checking","",""
"7/05/2016","Lowe's","LOWES FUEL 113 C_PURCHASE","35.62","debit","Home Improvement","Business Credit Account","",""
"7/05/2016","Amazon","AMAZON MKTPLACE PMTS","10.04","debit","Entertainment","Freedom","",""
"7/05/2016","Lowe's","LOWES #02280*","21.63","debit","Home Improvement","Freedom","",""
"7/04/2016","RaceTrac","RACETRAC498   00004986 C_PURCHASE","32.44","debit","Gas & Fuel","Business Credit Account","",""
"7/04/2016","Amazon","AMAZON MKTPLACE PMTS","24.91","debit","Entertainment","Freedom","",""
"7/04/2016","Amazon","AMAZON MKTPLACE PMTS","8.99","debit","Entertainment","Freedom","",""
"7/04/2016","Help Jagex Com","HELP.JAGEX.COM","5.99","debit","Entertainment","Freedom","",""
"7/03/2016","Cafe Hunan","CAFE HUNAN 2","7.52","debit","Restaurants","Freedom","",""
"7/03/2016","Amazon","Amazon.com","12.75","debit","Shopping","Freedom","",""
"7/01/2016","Account Maintenance Fee","Monthly Fee for Business Fundamentals","16.00","debit","Bank Fee","Business Checking Account","",""
"7/01/2016","Banh Shop","BANH SHOP","22.49","debit","Uncategorized","Freedom","",""
"7/01/2016","Banh Shop","BANH SHOP","2.51","debit","Uncategorized","Freedom","",""
"7/01/2016","Museum of Nature and Science","PEROT MUSEUM OF NATURE AN","38.00","debit","Arts","Freedom","",""
"7/01/2016","Utswmc Dallas Tx","UTSWMC DALLAS TX PAYROLLPPD ID: 5756002868","3303.80","credit","Paycheck","Personal Checking","",""
"6/30/2016","Clements","CLEMENTS UNIVERSIT","1.89","debit","Business Services","Freedom","",""
"6/30/2016","Laz Parking","LAZ PARKING 620646","10.00","debit","Parking","Freedom","",""
"6/30/2016","Clements","CLEMENTS UNIVERSIT","29.09","debit","Business Services","Freedom","",""
"6/30/2016","Help Jagex Com","help.jagex.com","99.99","debit","Entertainment","Freedom","",""
"6/30/2016","Perot","PEROT","12.97","debit","Uncategorized","Freedom","",""
"6/28/2016","Cafe Hunan","CAFE HUNAN 2","7.52","debit","Restaurants","Freedom","",""
"6/28/2016","Snack Corner","SQ *SHON'S SNACK CORNER","6.48","debit","Groceries","Freedom","",""
"6/28/2016","Reliant Energy","RELIANT ENERGY","25.11","debit","Utilities","Freedom","",""
"6/27/2016","Shell","SHELL OIL 54255450014","2.70","debit","Gas & Fuel","Freedom","",""
"6/27/2016","H Mart","H MART CARROLTON","11.03","debit","Groceries","Freedom","",""
"6/27/2016","Stripes","STRIPES 0102037900","34.88","debit","Groceries","Freedom","",""
"6/27/2016","H Mart","H MART CARROLTON","85.53","debit","Groceries","Freedom","",""
"6/27/2016","Bambu Desserts Drink","BAMBU DESSERTS & DRINK","26.00","debit","Uncategorized","Freedom","",""
"6/27/2016","Wal-Mart","WM SUPERCENTER #5889","3.97","debit","Shopping","Freedom","",""
"6/27/2016","Wal-Mart","WAL-MART #5889","14.43","debit","Food & Dining","Freedom","",""
"6/27/2016","Starbucks","STARBUCKS STORE 06484","3.52","debit","Coffee Shops","Freedom","",""
"6/20/2016","Transfer from Business Checking Account","Online payment from CHK 6","410.10","credit","Credit Card Payment","CORP Account - Business Credit Account 2","",""
"6/20/2016","Transfer from Business Checking Account","Online payment from CHK 6","60.09","credit","Credit Card Payment","Personal Credit Account","",""
"6/20/2016","Transfer to Business Checking Account","Online Banking transfer to CHK 6028 Confirmation# 2830067562","60.00","debit","Transfer","Personal Checking Account","",""
"6/20/2016","Transfer from Personal Checking Account","Online Banking transfer from CHK 0525 Confirmation# 2830067562","60.00","credit","Transfer","Business Checking Account","",""
"6/20/2016","Transfer to CORP Account - Business Credit Account 2","Online Banking payment to CRD 1669 Confirmation# 2830052560","410.10","debit","Credit Card Payment","Business Checking Account","",""
"6/20/2016","Transfer to Personal Credit Account","Online Banking payment to CRD 4854 Confirmation# 1430048090","60.09","debit","Credit Card Payment","Business Checking Account","",""
"6/20/2016","Kroger","KROGER #0509","21.64","debit","Groceries","Freedom","",""
"6/20/2016","Best Buy","BEST BUY MHT  00000588","10.80","debit","Electronics & Software","Freedom","",""
"6/20/2016","H&M","H&M #207 NORTPARK CTR","117.95","debit","Clothing","Freedom","",""
"6/19/2016","Street Moda Com","STREET MODA.COM","77.00","debit","Clothing","Freedom","",""
"6/19/2016","Sam's Club","SAMS CLUB #8248","210.31","debit","Food & Dining","Freedom","",""
"6/19/2016","Fresh Market","SQ *FRESH MARKET","4.21","debit","Groceries","Freedom","",""
"6/19/2016","Sam's Club","SAMS CLUB #8248","19.25","debit","Food & Dining","Freedom","",""
"6/19/2016","Amazon","Amazon.com","36.99","debit","Shopping","Freedom","",""
"6/19/2016","Amazon","AMAZON MKTPLACE PMTS","23.99","debit","Entertainment","Freedom","",""
"6/19/2016","Amazon","AMAZON MKTPLACE PMTS","124.40","debit","Entertainment","Freedom","",""
"6/19/2016","BodyBuilding","BODYBUILDING.COM","55.38","debit","Gym","Freedom","",""
"6/16/2016","Cafe Hunan","CAFE HUNAN 2","8.61","debit","Restaurants","Freedom","",""
"6/15/2016","Sam's Club","SAMSCLUB #8248","140.70","credit","Shopping","Freedom","",""
"6/15/2016","Amazon","Amazon.com","94.99","debit","Shopping","Freedom","",""
"6/15/2016","AT&T","ATT*BILL PAYMENT","48.90","debit","Home Phone","Freedom","",""
"6/15/2016","GoDaddy.com","DNH*GODADDY.COM","8.52","debit","Business Services","Freedom","",""
"6/15/2016","GoDaddy.com","DNH*GODADDY.COM","12.17","debit","Business Services","Freedom","",""
"6/14/2016","Clutch Restaurant","CLUTCH RESTAURANT","20.00","debit","Restaurants","Freedom","",""
"6/14/2016","Clutch Restaurant","CLUTCH RESTAURANT","18.00","debit","Restaurants","Freedom","",""
"6/13/2016","Amazon","Amazon.com AMZN.COM/BILLWA","16.37","debit","Shopping","Personal Credit Account","",""
"6/13/2016","Sam's Club","SAMSCLUB #8248","10.80","debit","Food & Dining","Freedom","",""
"6/13/2016","Social House","SOCIAL HOUSE","33.22","debit","Uncategorized","Freedom","",""
"6/13/2016","Help Jagex Com","HELP.JAGEX.COM","99.99","debit","Entertainment","Freedom","",""
"6/12/2016","Chick-Fil-A","CHICK-FIL-A #03288","2.00","debit","Fast Food","Freedom","",""
"6/10/2016","Wal-Mart","WAL-MART #5889","4.05","debit","Food & Dining","Freedom","",""
"6/10/2016","Estilos Salon","ESTILOS SALON","12.00","debit","Personal Care","Freedom","",""
"6/09/2016","Amazon","AMAZON MKTPLACE PMTS","24.97","debit","Entertainment","Freedom","",""
"6/09/2016","Harney Sons Tea","HARNEY & SONS TEA CORP","46.62","debit","Coffee Shops","Freedom","",""
"6/09/2016","Amazon","AMAZON MKTPLACE PMTS","9.99","debit","Entertainment","Freedom","",""
"6/09/2016","Amazon","AMAZON MKTPLACE PMTS","22.00","debit","Entertainment","Freedom","",""
"6/08/2016","Amazon","AMAZON MKTPLACE PMTS","4.93","debit","Entertainment","Freedom","",""
"6/08/2016","Amazon","AMAZON MKTPLACE PMTS","5.00","debit","Entertainment","Freedom","",""
"6/07/2016","Sam's Club","SAMSCLUB #8248","357.74","debit","Food & Dining","Freedom","",""
"6/07/2016","Transfer to CREDIT CARD","CHASE            AUTOPAYPPD ID: 4760039224","1251.36","debit","Credit Card Payment","Personal Checking","",""
"6/06/2016","Ai Sushi","AI SUSHI SAKE GRILL","59.54","debit","Restaurants","Freedom","",""
"6/06/2016","Little Caesars","LITTLE CAESARS 1617 0004","17.31","debit","Restaurants","Freedom","",""
"6/06/2016","RaceTrac","RACETRAC498   00004986","35.99","debit","Gas & Fuel","Freedom","",""
"6/06/2016","Transfer from CHASE COLLEGE","AUTOMATIC PAYMENT - THANK","1251.36","credit","Credit Card Payment","Freedom","",""
"6/06/2016","Amazon","AMAZON.COM AMZN.COM/BILL AMZN.COM/BILLWA","19.99","debit","Shopping","Personal Credit Account","",""
"6/06/2016","Jpmorgan Chase Des","JPMorgan Chase DES:Ext Trnsfr ID:XXXXX43280 INDN:HUYNH V VU CO ID:XXXXX02231 PPD","518.07","credit","Transfer","Personal Checking Account","",""
"6/05/2016","USPS","USPS 48227002600241422","6.80","debit","Shipping","Freedom","",""
"6/05/2016","Snack Corner","SQ *SHON'S SNACK CORNER","6.48","debit","Groceries","Freedom","",""
"6/03/2016","USPS","USPS 48227002600241422","0.59","debit","Shipping","Freedom","",""
"6/03/2016","Cafe Hunan","CAFE HUNAN 2","7.52","debit","Restaurants","Freedom","",""
"6/02/2016","Transfer to Business Checking Account","Online Banking transfer to CHK 6028 Confirmation# 4190149752","518.07","debit","Transfer","Personal Checking Account","",""
"6/02/2016","Transfer from Personal Checking Account","Online Banking transfer from CHK 0525 Confirmation# 4190149752","518.07","credit","Transfer","Business Checking Account","",""
"6/02/2016","Help Jagex Com","help.jagex.com","5.99","debit","Entertainment","Freedom","",""
"6/02/2016","Online Transfer Hu","Online Transfer 5435743280 to huynhuynh ########0525 transaction","518.07","debit","Transfer","Personal Checking","",""
"6/02/2016","Century Theaters","69420 Century Me Rent       52004308        WEB ID: 1861072180","1269.61","debit","Mortgage & Rent","Personal Checking","",""
"6/01/2016","Account Maintenance Fee","Monthly Fee for Business Fundamentals","16.00","debit","Bank Fee","Business Checking Account","",""
"6/01/2016","Utswmc Dallas Tx","UTSWMC DALLAS TX PAYROLLPPD ID: 5756002868","3876.34","credit","Paycheck","Personal Checking","",""
"5/31/2016","Lowe's","LOWES FUEL 113","16.53","debit","Home Improvement","Freedom","",""
"5/31/2016","Lowe's","LOWE'S MARKET#113","12.78","debit","Home Improvement","Freedom","",""
"5/31/2016","Bambu Desserts Drinks","BAMBU DESSERTS & DRINKS","11.05","debit","Uncategorized","Freedom","",""
"5/30/2016","Groupon","GROUPON INC","41.00","debit","Uncategorized","Freedom","",""
"5/30/2016","Groupon","GROUPON INC","61.70","debit","Uncategorized","Freedom","",""
"5/30/2016","Groupon","GROUPON INC","22.71","debit","Uncategorized","Freedom","",""
"5/30/2016","Sharkies Corner","SHARKIES CORNER","5.00","debit","Alcohol & Bars","Freedom","",""
"5/30/2016","Groupon","GROUPON INC","64.93","debit","Uncategorized","Freedom","",""
"5/30/2016","Groupon","GROUPON INC","70.35","debit","Uncategorized","Freedom","",""
"5/30/2016","Groupon","GROUPON INC","37.87","debit","Uncategorized","Freedom","",""
"5/30/2016","Somus Sleep","SOMUS SLEEP","4.00","debit","Uncategorized","Freedom","",""
"5/30/2016","Sharkies Corner","SHARKIES CORNER","4.67","credit","Credit Card Payment","Freedom","",""
"5/30/2016","Sharkies Corner","SHARKIES CORNER","11.50","debit","Alcohol & Bars","Freedom","",""
"5/29/2016","7-Eleven","7-ELEVEN 36530","12.88","debit","Fast Food","Freedom","",""
"5/29/2016","RaceTrac","RACETRAC498   00004986","21.15","debit","Gas & Fuel","Freedom","",""
"5/29/2016","Exxon","EXXONMOBIL    45927217","37.45","debit","Gas & Fuel","Freedom","",""
"5/29/2016","The Point","THE POINT AT PALACIOS","28.39","debit","Sporting Goods","Freedom","",""
"5/27/2016","Utsw Med Ctrcul","UTSW MED CTRCUL5210","6.17","debit","Uncategorized","Freedom","",""
"5/27/2016","Reliant Energy","RELIANT ENERGY","22.72","debit","Utilities","Freedom","",""
"5/26/2016","Estilos Salon","ESTILOS SALON","14.00","debit","Personal Care","Freedom","",""
"5/26/2016","Cafe Hunan","CAFE HUNAN 2","7.52","debit","Restaurants","Freedom","",""
"5/25/2016","Fresh Market","SQ *FRESH MARKET","2.96","debit","Groceries","Freedom","",""
"5/24/2016","Amazon","AMAZON MKTPLACE PMTS AMZN.COM/BILLWA","23.73","debit","Shopping","Personal Credit Account","",""
"5/24/2016","Ban K America","Online Payment 5301629886 To BANK OF AMERICA","1150.00","debit","Loan Payment","Personal Checking","",""
"5/23/2016","Wal-Mart","WAL-MART #5889","21.52","debit","Food & Dining","Freedom","",""
"5/23/2016","TxTag","TXTAG 888 468 9824","20.00","debit","Travel","Freedom","",""
"5/23/2016","Help Jagex Com","help.jagex.com","99.99","debit","Entertainment","Freedom","",""
"5/20/2016","Park's Hamburgers","SQ *PARK'S HAMBURGE","8.53","debit","Restaurants","Freedom","",""
"5/20/2016","Help Jagex Com","HELP.JAGEX.COM","99.99","debit","Entertainment","Freedom","",""
"5/18/2016","IKEA","IKEA-FRISCO C_PURCHASE","342.39","debit","Furnishings","Business Credit Account","",""
"5/17/2016","Bakery Cafe","ZEPHYR BAKERY CAFE","9.75","debit","Restaurants","Freedom","",""
"5/17/2016","AT&T","ATT*BILL PAYMENT","48.90","debit","Home Phone","Freedom","",""
"5/17/2016","Help Jagex Com","HELP.JAGEX.COM","99.99","debit","Entertainment","Freedom","",""
"5/16/2016","Help Jagex Com","HELP.JAGEX.COM","99.99","debit","Entertainment","Freedom","",""
"5/16/2016","IKEA","IKEA-FRISCO","6.00","debit","Furnishings","Freedom","",""
"5/16/2016","Venmo","VENMO-2          PAYMENT    209418449       CCD ID: 3264681992","124.67","debit","Transfer","Personal Checking","",""
"5/15/2016","Ai Sushi","AI SUSHI SAKE GRILL","21.00","debit","Restaurants","Freedom","",""
"5/15/2016","Shell","SHELL OIL 57543425607","11.02","debit","Gas & Fuel","Freedom","",""
"5/15/2016","Groupon","GROUPON INC","29.00","debit","Entertainment","Freedom","",""
"5/15/2016","Seafood Shack","SEAFOOD SHACK MARISCOS Y","84.27","debit","Restaurants","Freedom","",""
"5/15/2016","Sam's Club","SAMS CLUB #8248","28.87","debit","Food & Dining","Freedom","",""
"5/15/2016","Cousins","COUSINS MAINE LOBSTER","31.64","debit","Alcohol & Bars","Freedom","",""
"5/13/2016","Snack Corner","SQ *SHON'S SNACK CORNER","6.48","debit","Groceries","Freedom","",""
"5/12/2016","Ai Sushi","AI SUSHI SAKE GRILL","36.00","debit","Restaurants","Freedom","",""
"5/12/2016","Kroger","KROGER #509","102.98","debit","Groceries","Freedom","",""
"5/11/2016","Chick-Fil-A","CHICK-FIL-A #03288","6.27","debit","Fast Food","Freedom","",""
"5/10/2016","TxTag","TXTAG 888 468 9824","20.00","debit","Travel","Freedom","",""
"5/10/2016","Groupon","GROUPON INC","29.00","debit","Food & Dining","Freedom","",""
"5/09/2016","Laz Parking","LAZ PARKING 620956 C_PURCHASE","8.00","debit","Parking","Business Credit Account","",""
"5/09/2016","RaceTrac","RACETRAC498   00004986 C_PURCHASE","30.36","debit","Gas & Fuel","Business Credit Account","",""
"5/09/2016","Dairy Queen","DAIRY QUEEN #14464 QPS C_PURCHASE","9.17","debit","Fast Food","Business Credit Account","",""
"5/09/2016","Perry's Steak House & Grill","PERRYS STEAK HOUSE & G C_PURCHASE","20.18","debit","Fast Food","Business Credit Account","",""
"5/09/2016","Transfer from Business Checking Account","Online payment from CHK 6","29.55","credit","Credit Card Payment","CORP Account - Business Credit Account 2","",""
"5/09/2016","Transfer to CORP Account - Business Credit Account 2","Online Banking payment to CRD 1669 Confirmation# 2676416745","29.55","debit","Credit Card Payment","Business Checking Account","",""
"5/09/2016","Lowe's","LOWES FUEL 113","31.75","debit","Home Improvement","Freedom","",""
"5/09/2016","Chase Autopay Ppd","CHASE            AUTOPAYPPD ID: 4760039224","2187.74","debit","Credit Card Payment","Personal Checking","",""
"5/06/2016","Automatic Thank","AUTOMATIC PAYMENT - THANK","2187.74","credit","Credit Card Payment","Freedom","",""
"5/05/2016","Help Jagex Com","help.jagex.com","5.99","debit","Entertainment","Freedom","",""
"5/04/2016","Lowe's","LOWES #02280* C_PURCHASE","7.55","debit","Home Improvement","Business Credit Account","",""
"5/04/2016","Estilos Salon","ESTILOS SALON C_PURCHASE","12.00","debit","Personal Care","Business Credit Account","",""
"5/03/2016","Century Theaters","69420 Century Me Rent       50872156        WEB ID: 1861072180","1266.94","debit","Mortgage & Rent","Personal Checking","",""
"5/02/2016","Chevron","CHEVRON 0207480 C_PURCHASE","10.00","debit","Gas & Fuel","Business Credit Account","",""
"5/02/2016","Pho Chau Restaurant","PHO CHAU RESTAURANT","8.00","debit","Restaurants","Freedom","",""
"5/02/2016","Help Jagex Com","HELP.JAGEX.COM","99.99","debit","Entertainment","Freedom","",""
"5/02/2016","Amazon","AMAZON MKTPLACE PMTS","9.99","debit","Entertainment","Freedom","",""
"5/02/2016","Utswmc Dallas Tx","UTSWMC DALLAS TX PAYROLLPPD ID: 5756002868","3876.36","credit","Paycheck","Personal Checking","",""
"5/02/2016","Account Maintenance Fee","Monthly Fee for Business Fundamentals","16.00","debit","Bank Fee","Business Checking Account","",""
"5/01/2016","Sam's Club","SAMSCLUB #8248","9.98","debit","Food & Dining","Freedom","",""
"5/01/2016","Help Jagex Com","HELP.JAGEX.COM","99.99","debit","Entertainment","Freedom","",""
"4/28/2016","Reliant Energy","RELIANT ENERGY","22.88","debit","Utilities","Freedom","",""
"4/27/2016","Century Theaters","69420 Century Me Rent       50395437        WEB ID: 1861072180","50.00","debit","Mortgage & Rent","Personal Checking","",""
"4/26/2016","Ut Registrar Transcr","UT REGISTRAR - TRANSCR","10.00","debit","Uncategorized","Freedom","",""
"4/26/2016","AT&T","ATT*BILL PAYMENT","85.94","debit","Home Phone","Freedom","",""
"4/26/2016","Barnes & Noble","BARNES & NOBLE #2884","13.82","debit","Books","Freedom","",""
"4/25/2016","Noodles & Company","MONKEY KING NOODLE COMP","16.00","debit","Restaurants","Freedom","",""
"4/25/2016","Villa O","VILLA O 6140","17.00","debit","Business Services","Freedom","",""
"4/25/2016","Bread Story Y","BREAD STORY BAKERY","10.80","debit","Food & Dining","Freedom","",""
"4/24/2016","IKEA","IKEA-FRISCO","25.50","debit","Furnishings","Freedom","",""
"4/24/2016","Burger House Southwest","BURGER HOUSE SOUTHWEST","9.30","debit","Fast Food","Freedom","",""
"4/24/2016","Jusgo Supermarket","JUSGO SUPERMARKET","98.16","debit","Groceries","Freedom","",""
"4/24/2016","Koryo Kalbi Korean","KORYO KALBI KOREAN BBQ","30.12","debit","Restaurants","Freedom","",""
"4/24/2016","Sam's Club","SAMSCLUB #8248","8.53","debit","Shopping","Freedom","",""
"4/20/2016","Amazon","Amazon.com","14.00","debit","Shopping","Freedom","",""
"4/20/2016","Groupon","GROUPON INC","21.62","debit","Uncategorized","Freedom","",""
"4/19/2016","Bank America Online","BANK OF AMERICA  ONLINE XFRPPD ID: T941687665","1500.00","credit","Transfer","Personal Checking","",""
"4/18/2016","Sam's Club","SAMSCLUB #8248","179.84","debit","Shopping","Freedom","",""
"4/17/2016","Wal-Mart","WAL-MART #5889","2.18","debit","Shopping","Freedom","",""
"4/15/2016","External Transfer Fee","External transfer fee - 3 Day - 04/14/2016 Confirmation: 170506446","3.00","debit","Transfer","Personal Checking Account","",""
"4/15/2016","Snack Corner","SQ *SHON'S SNACK CORNER","4.32","debit","Groceries","Freedom","",""
"4/15/2016","AT&T","ATT*BILL PAYMENT","48.90","debit","Home Phone","Freedom","",""
"4/15/2016","LEXUS","SEWELL LEXUS-SVC/PARTS","100.29","debit","Auto Payment","Freedom","",""
"4/14/2016","Park's Hamburgers","SQ *PARK'S HAMBURGE","8.21","debit","Restaurants","Freedom","",""
"4/14/2016","Transfer Huynh V","TRANSFER HUYNH V VU:HUYNH VU Confirmation# 1463311792","1500.00","debit","Transfer","Personal Checking Account","",""
"4/13/2016","USPS","USPS 48227002600241422","0.59","debit","Shipping","Freedom","",""
"4/13/2016","Cafe Hunan","CAFE HUNAN 2","7.04","debit","Restaurants","Freedom","",""
"4/13/2016","Estilos Salon","ESTILOS SALON","12.00","debit","Personal Care","Freedom","",""
"4/13/2016","Bank America Business","BANK OF AMERICA BUSINESS CARD Bill Payment","48.90","debit","Financial","Personal Checking Account","",""
"4/13/2016","Transfer from Personal Checking Account","PAYMENT","48.90","credit","Credit Card Payment","CORP Account - Business Credit Account 2","",""
"4/12/2016","Snack Corner","SQ *SHON'S SNACK CORNER","6.48","debit","Groceries","Freedom","",""
"4/11/2016","Starbucks","PAYPAL DES:INST XFER ID:STARBUCKS INDN:INSTACARDS CO ID:PAYPALSI77 WEB","15.00","debit","Coffee Shops","Business Checking Account","",""
"4/11/2016","Stripes","STRIPES 0102037900","14.01","debit","Groceries","Freedom","",""
"4/11/2016","Ra Sushi","RA SUSHI 3025","68.85","debit","Restaurants","Freedom","",""
"4/11/2016","Party City","PARTY CITY","25.38","debit","Entertainment","Freedom","",""
"4/11/2016","Sam's Club","SAMSCLUB #8248","22.79","debit","Shopping","Freedom","",""
"4/10/2016","Wal-Mart","WAL-MART #3296","1.69","debit","Shopping","Freedom","",""
"4/10/2016","IKEA","IKEA HOUSTON","4.00","debit","Furnishings","Freedom","",""
"4/10/2016","Love's Country Stores","LOVE S COUNTRY00002881","19.99","debit","Gas & Fuel","Freedom","",""
"4/10/2016","Chipotle","CHIPOTLE 0271","24.36","debit","Fast Food","Freedom","",""
"4/10/2016","Box Studio Movie","006BOX STUDIO MOVIE GRIL","53.75","debit","Entertainment","Freedom","",""
"4/10/2016","IKEA","IKEA HOUSTON","2.00","debit","Furnishings","Freedom","",""
"4/08/2016","Fresh Market","SQ *FRESH MARKET","3.24","debit","Groceries","Freedom","",""
"4/07/2016","Transfer to CREDIT CARD","CHASE            AUTOPAYPPD ID: 4760039224","2216.36","debit","Credit Card Payment","Personal Checking","",""
"4/06/2016","Transfer from CHASE COLLEGE","AUTOMATIC PAYMENT - THANK","2216.36","credit","Credit Card Payment","Freedom","",""
"4/06/2016","Snack Corner","SQ *SHON'S SNACK CORNER","6.48","debit","Groceries","Freedom","",""
"4/05/2016","Transfer to CORP Account - Business Credit Account 2","BANK CARD DES:PAYMENT ID:XXXXX5165687166 INDN:INSTA-CARDZ CO ID:XXXXX90310 CCD","49.90","debit","Credit Card Payment","Personal Checking Account","",""
"4/05/2016","Cafe Hunan","CAFE HUNAN 2","7.04","debit","Restaurants","Freedom","",""
"4/05/2016","Barnes & Noble","BARNES & NOBLE #2884","3.19","debit","Books","Freedom","",""
"4/05/2016","USPS","USPS 48227002600241422","0.62","debit","Shipping","Freedom","",""
"4/05/2016","Century Theaters","69420 Century Me Rent       50023704        WEB ID: 1861072180","1268.74","debit","Mortgage & Rent","Personal Checking","",""
"4/04/2016","Transfer from Personal Checking Account","AUTO PAYMENT DEDUCTION","49.90","credit","Credit Card Payment","CORP Account - Business Credit Account 2","",""
"4/04/2016","Account Maintenance Fee","Monthly Fee for Business Fundamentals","16.00","debit","Bank Fee","Business Checking Account","",""
"4/04/2016","Ban K America","Online Payment 5301583599 To BANK OF AMERICA","3499.75","debit","Loan Payment","Personal Checking","",""
"4/04/2016","Amazon","AMAZON MKTPLACE PMTS","21.99","debit","Shopping","Freedom","",""
"4/03/2016","Lone Star College","LONE STAR COLLEGE-E PAY","912.00","debit","Tuition","Freedom","",""
"4/03/2016","Barnes & Noble","BARNES & NOBLE #2884","10.95","debit","Books","Freedom","",""
"4/03/2016","Barnes & Noble","BARNES & NOBLE #2884","2.44","debit","Books","Freedom","",""
"4/03/2016","Inwood","INWOOD","8.85","debit","Gifts & Donations","Freedom","",""
"4/01/2016","Utswmc Dallas Tx","UTSWMC DALLAS TX PAYROLLPPD ID: 5756002868","3876.34","credit","Paycheck","Personal Checking","",""
"3/31/2016","Snack Corner","SQ *SHON'S SNACK CORNER","6.48","debit","Groceries","Freedom","",""
